model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
beit_large_patch16_224.in22k_ft_in22k_in1k,224,87.488,12.512,98.316,1.684,304.43,0.900,bicubic
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,384,87.478,12.522,98.374,1.626,116.09,1.000,bicubic
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,384,87.474,12.526,98.264,1.736,196.74,1.000,bicubic
caformer_m36.sail_in22k_ft_in1k_384,384,87.472,12.528,98.308,1.692,56.20,1.000,bicubic
convnext_large.fb_in22k_ft_in1k_384,384,87.456,12.544,98.380,1.620,197.77,1.000,bicubic
caformer_b36.sail_in22k_ft_in1k,224,87.440,12.560,98.332,1.668,98.75,1.000,bicubic
vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,87.436,12.564,98.258,1.742,64.27,1.000,bicubic
beitv2_large_patch16_224.in1k_ft_in1k,224,87.414,12.586,98.216,1.784,304.43,0.950,bicubic
coatnet_rmlp_2_rw_384.sw_in12k_ft_in1k,384,87.402,12.598,98.308,1.692,73.88,1.000,bicubic
convnext_xlarge.fb_in22k_ft_in1k,288,87.374,12.626,98.330,1.670,350.20,1.000,bicubic
convnext_large_mlp.clip_laion2b_augreg_ft_in1k,256,87.336,12.664,98.222,1.778,200.13,1.000,bicubic
seresnextaa201d_32x8d.sw_in12k_ft_in1k_384,384,87.308,12.692,98.334,1.666,149.39,1.000,bicubic
vit_large_patch14_clip_224.laion2b_ft_in1k,224,87.298,12.702,98.238,1.762,304.20,1.000,bicubic
convnextv2_large.fcmae_ft_in22k_in1k,224,87.264,12.736,98.244,1.756,197.96,0.875,bicubic
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,384,87.212,12.788,98.028,1.972,86.86,1.000,bicubic
deit3_huge_patch14_224.fb_in22k_ft_in1k,224,87.180,12.820,98.264,1.736,632.13,1.000,bicubic
convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,384,87.150,12.850,98.228,1.772,88.59,1.000,bicubic
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,384,87.140,12.860,98.228,1.772,87.92,1.000,bicubic
swin_large_patch4_window12_384.ms_in22k_ft_in1k,384,87.138,12.862,98.230,1.770,196.74,1.000,bicubic
vit_large_patch16_384.augreg_in21k_ft_in1k,384,87.094,12.906,98.306,1.694,304.72,1.000,bicubic
volo_d5_512.sail_in1k,512,87.066,12.934,97.974,2.026,296.09,1.150,bicubic
vit_base_patch16_clip_384.openai_ft_in12k_in1k,384,87.028,12.972,98.194,1.806,86.86,0.950,bicubic
convnext_large.fb_in22k_ft_in1k,288,87.014,12.986,98.212,1.788,197.77,1.000,bicubic
convnextv2_base.fcmae_ft_in22k_in1k,288,86.998,13.002,98.164,1.836,88.72,1.000,bicubic
deit3_large_patch16_224.fb_in22k_ft_in1k,224,86.986,13.014,98.240,1.760,304.37,1.000,bicubic
convformer_b36.sail_in22k_ft_in1k,224,86.984,13.016,98.158,1.842,99.88,1.000,bicubic
volo_d5_448.sail_in1k,448,86.978,13.022,97.928,2.072,295.91,1.150,bicubic
convnext_xlarge.fb_in22k_ft_in1k,224,86.970,13.030,98.204,1.796,350.20,0.875,bicubic
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,256,86.934,13.066,98.104,1.896,196.74,0.900,bicubic
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,224,86.908,13.092,98.004,1.996,116.14,0.950,bicubic
convformer_m36.sail_in22k_ft_in1k_384,384,86.868,13.132,98.126,1.874,57.05,1.000,bicubic
caformer_s36.sail_in22k_ft_in1k_384,384,86.864,13.136,98.222,1.778,39.30,1.000,bicubic
regnety_320.swag_ft_in1k,384,86.860,13.140,98.356,1.644,145.05,1.000,bicubic
tf_efficientnet_b7.ns_jft_in1k,600,86.852,13.148,98.080,1.920,66.35,0.949,bicubic
hiera_huge_224.mae_in1k_ft_in1k,224,86.834,13.166,98.010,1.990,672.78,0.900,bicubic
convnext_base.fb_in22k_ft_in1k_384,384,86.826,13.174,98.244,1.756,88.59,1.000,bicubic
beit_base_patch16_384.in22k_ft_in22k_in1k,384,86.816,13.184,98.136,1.864,86.74,1.000,bicubic
tf_efficientnetv2_l.in21k_ft_in1k,480,86.802,13.198,98.136,1.864,118.52,1.000,bicubic
volo_d4_448.sail_in1k,448,86.790,13.210,97.880,2.120,193.41,1.150,bicubic
convnextv2_base.fcmae_ft_in22k_in1k,224,86.752,13.248,98.020,1.980,88.72,0.875,bicubic
tf_efficientnetv2_xl.in21k_ft_in1k,512,86.748,13.252,98.014,1.986,208.12,1.000,bicubic
deit3_base_patch16_384.fb_in22k_ft_in1k,384,86.744,13.256,98.110,1.890,86.88,1.000,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,320,86.722,13.278,98.182,1.818,93.59,1.000,bicubic
maxxvitv2_rmlp_base_rw_224.sw_in12k_ft_in1k,224,86.638,13.362,98.014,1.986,116.09,0.950,bicubic
vit_base_patch16_clip_384.laion2b_ft_in1k,384,86.638,13.362,98.008,1.992,86.86,1.000,bicubic
convnextv2_huge.fcmae_ft_in1k,288,86.618,13.382,97.968,2.032,660.29,1.000,bicubic
convnext_large.fb_in22k_ft_in1k,224,86.612,13.388,98.036,1.964,197.77,0.875,bicubic
caformer_m36.sail_in22k_ft_in1k,224,86.608,13.392,98.038,1.962,56.20,1.000,bicubic
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,86.604,13.396,97.936,2.064,64.11,0.950,bicubic
vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,86.602,13.398,98.022,1.978,60.60,1.000,bicubic
maxvit_base_tf_512.in1k,512,86.598,13.402,97.926,2.074,119.88,1.000,bicubic
coatnet_2_rw_224.sw_in12k_ft_in1k,224,86.580,13.420,97.896,2.104,73.87,0.950,bicubic
nextvit_large.bd_ssld_6m_in1k_384,384,86.542,13.458,98.132,1.868,57.87,1.000,bicubic
coatnet_rmlp_2_rw_224.sw_in12k_ft_in1k,224,86.540,13.460,97.896,2.104,73.88,0.950,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,288,86.536,13.464,98.094,1.906,93.59,0.950,bicubic
maxvit_large_tf_512.in1k,512,86.534,13.466,97.880,2.120,212.33,1.000,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k,288,86.518,13.482,98.036,1.964,93.59,1.000,bicubic
volo_d3_448.sail_in1k,448,86.512,13.488,97.710,2.290,86.63,1.000,bicubic
beitv2_base_patch16_224.in1k_ft_in22k_in1k,224,86.494,13.506,98.056,1.944,86.53,0.900,bicubic
convnext_base.clip_laiona_augreg_ft_in1k_384,384,86.488,13.512,97.962,2.038,88.59,1.000,bicubic
cait_m48_448.fb_dist_in1k,448,86.482,13.518,97.746,2.254,356.46,1.000,bicubic
tf_efficientnet_b6.ns_jft_in1k,528,86.476,13.524,97.868,2.132,43.04,0.942,bicubic
tiny_vit_21m_512.dist_in22k_ft_in1k,512,86.452,13.548,97.884,2.116,21.27,1.000,bicubic
swin_base_patch4_window12_384.ms_in22k_ft_in1k,384,86.438,13.562,98.068,1.932,87.90,1.000,bicubic
caformer_b36.sail_in1k_384,384,86.404,13.596,97.824,2.176,98.75,1.000,bicubic
efficientvit_l3.r384_in1k,384,86.398,13.602,97.634,2.366,246.04,1.000,bicubic
convnext_base.clip_laion2b_augreg_ft_in12k_in1k,256,86.386,13.614,97.976,2.024,88.59,1.000,bicubic
hgnetv2_b6.ssld_stage2_ft_in1k,288,86.384,13.616,97.938,2.062,75.26,1.000,bicubic
convformer_s36.sail_in22k_ft_in1k_384,384,86.380,13.620,97.976,2.024,40.01,1.000,bicubic
dm_nfnet_f6.dm_in1k,576,86.372,13.628,97.892,2.108,438.36,0.956,bicubic
nextvit_base.bd_ssld_6m_in1k_384,384,86.364,13.636,98.040,1.960,44.82,1.000,bicubic
swin_large_patch4_window7_224.ms_in22k_ft_in1k,224,86.330,13.670,97.882,2.118,196.53,0.900,bicubic
convnext_base.fb_in22k_ft_in1k,288,86.298,13.702,98.088,1.912,88.59,1.000,bicubic
hgnetv2_b6.ssld_stage1_in22k_in1k,288,86.298,13.702,97.940,2.060,75.26,1.000,bicubic
maxvit_base_tf_384.in1k,384,86.294,13.706,97.804,2.196,119.65,1.000,bicubic
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,256,86.276,13.724,97.908,2.092,87.92,0.900,bicubic
convnextv2_huge.fcmae_ft_in1k,224,86.260,13.740,97.752,2.248,660.29,0.875,bicubic
maxvit_large_tf_384.in1k,384,86.236,13.764,97.690,2.310,212.03,1.000,bicubic
efficientvit_l3.r320_in1k,320,86.230,13.770,97.456,2.544,246.04,1.000,bicubic
vit_base_patch8_224.augreg2_in21k_ft_in1k,224,86.228,13.772,97.840,2.160,86.58,0.900,bicubic
vit_base_patch16_clip_384.openai_ft_in1k,384,86.218,13.782,97.886,2.114,86.86,1.000,bicubic
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,224,86.210,13.790,97.756,2.244,86.57,0.950,bicubic
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,86.208,13.792,97.882,2.118,64.11,0.950,bicubic
hgnetv2_b6.ssld_stage2_ft_in1k,224,86.206,13.794,97.810,2.190,75.26,0.965,bicubic
convnext_small.in12k_ft_in1k_384,384,86.186,13.814,97.920,2.080,50.22,1.000,bicubic
vit_large_r50_s32_384.augreg_in21k_ft_in1k,384,86.184,13.816,97.928,2.072,329.09,1.000,bicubic
convnext_base.clip_laion2b_augreg_ft_in1k,256,86.184,13.816,97.674,2.326,88.59,1.000,bicubic
caformer_m36.sail_in1k_384,384,86.160,13.840,97.816,2.184,56.20,1.000,bicubic
dm_nfnet_f6.dm_in1k,448,86.154,13.846,97.768,2.232,438.36,0.956,bicubic
convformer_m36.sail_in22k_ft_in1k,224,86.152,13.848,97.852,2.148,57.05,1.000,bicubic
convnextv2_large.fcmae_ft_in1k,288,86.126,13.874,97.818,2.182,197.96,1.000,bicubic
maxvit_small_tf_512.in1k,512,86.104,13.896,97.758,2.242,69.13,1.000,bicubic
tf_efficientnet_b5.ns_jft_in1k,456,86.102,13.898,97.750,2.250,30.39,0.934,bicubic
dm_nfnet_f5.dm_in1k,544,86.100,13.900,97.686,2.314,377.21,0.954,bicubic
tiny_vit_21m_384.dist_in22k_ft_in1k,384,86.094,13.906,97.712,2.288,21.23,1.000,bicubic
volo_d5_224.sail_in1k,224,86.078,13.922,97.578,2.422,295.46,0.960,bicubic
cait_m36_384.fb_dist_in1k,384,86.064,13.936,97.732,2.268,271.22,1.000,bicubic
volo_d2_384.sail_in1k,384,86.058,13.942,97.584,2.416,58.87,1.000,bicubic
hgnetv2_b6.ssld_stage1_in22k_in1k,224,86.052,13.948,97.806,2.194,75.26,0.965,bicubic
hiera_large_224.mae_in1k_ft_in1k,224,86.044,13.956,97.648,2.352,213.74,0.900,bicubic
regnety_160.sw_in12k_ft_in1k,288,86.032,13.968,97.830,2.170,83.59,1.000,bicubic
xcit_large_24_p8_384.fb_dist_in1k,384,86.026,13.974,97.690,2.310,188.93,1.000,bicubic
regnety_160.swag_ft_in1k,384,86.018,13.982,98.050,1.950,83.59,1.000,bicubic
tf_efficientnetv2_m.in21k_ft_in1k,480,86.014,13.986,97.956,2.044,54.14,1.000,bicubic
regnety_160.lion_in12k_ft_in1k,288,86.010,13.990,97.846,2.154,83.59,1.000,bicubic
vit_base_patch16_384.augreg_in21k_ft_in1k,384,86.006,13.994,98.000,2.000,86.86,1.000,bicubic
efficientvit_l2.r384_in1k,384,85.982,14.018,97.514,2.486,63.71,1.000,bicubic
regnety_1280.swag_lc_in1k,224,85.966,14.034,97.852,2.148,644.81,0.965,bicubic
vit_base_patch16_clip_224.openai_ft_in12k_in1k,224,85.962,14.038,97.718,2.282,86.57,0.950,bicubic
nextvit_small.bd_ssld_6m_in1k_384,384,85.956,14.044,97.900,2.100,31.76,1.000,bicubic
seresnextaa101d_32x8d.sw_in12k_ft_in1k,224,85.956,14.044,97.824,2.176,93.59,0.875,bicubic
efficientvit_l3.r256_in1k,256,85.954,14.046,97.338,2.662,246.04,1.000,bicubic
efficientnet_b5.sw_in12k_ft_in1k,448,85.892,14.108,97.742,2.258,30.39,1.000,bicubic
volo_d4_224.sail_in1k,224,85.872,14.128,97.456,2.544,192.96,0.960,bicubic
dm_nfnet_f4.dm_in1k,512,85.860,14.140,97.652,2.348,316.07,0.951,bicubic
vit_large_patch16_224.augreg_in21k_ft_in1k,224,85.850,14.150,97.826,2.174,304.33,0.900,bicubic
rdnet_large.nv_in1k_ft_in1k_384,384,85.848,14.152,97.684,2.316,186.27,1.000,bicubic
xcit_medium_24_p8_384.fb_dist_in1k,384,85.842,14.158,97.602,2.398,84.32,1.000,bicubic
vit_base_patch8_224.augreg_in21k_ft_in1k,224,85.836,14.164,97.774,2.226,86.58,0.900,bicubic
tf_efficientnetv2_l.in21k_ft_in1k,384,85.832,14.168,97.770,2.230,118.52,1.000,bicubic
deit3_large_patch16_384.fb_in1k,384,85.818,14.182,97.602,2.398,304.76,1.000,bicubic
convnext_base.fb_in22k_ft_in1k,224,85.816,14.184,97.854,2.146,88.59,0.875,bicubic
efficientvit_l3.r224_in1k,224,85.812,14.188,97.210,2.790,246.04,1.000,bicubic
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,448,85.800,14.200,97.632,2.368,88.34,1.000,bicubic
caformer_s36.sail_in22k_ft_in1k,224,85.788,14.212,97.828,2.172,39.30,1.000,bicubic
convformer_b36.sail_in1k_384,384,85.778,14.222,97.520,2.480,99.88,1.000,bicubic
xcit_large_24_p16_384.fb_dist_in1k,384,85.776,14.224,97.528,2.472,189.10,1.000,bicubic
convnextv2_large.fcmae_ft_in1k,224,85.762,14.238,97.586,2.414,197.96,0.875,bicubic
eva02_small_patch14_336.mim_in22k_ft_in1k,336,85.760,14.240,97.610,2.390,22.13,1.000,bicubic
caformer_s36.sail_in1k_384,384,85.756,14.244,97.668,2.332,39.30,1.000,bicubic
convnext_small.fb_in22k_ft_in1k_384,384,85.754,14.246,97.882,2.118,50.22,1.000,bicubic
deit3_base_patch16_224.fb_in22k_ft_in1k,224,85.728,14.272,97.746,2.254,86.59,1.000,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,85.728,14.272,97.608,2.392,60.40,0.950,bicubic
dm_nfnet_f5.dm_in1k,416,85.716,14.284,97.552,2.448,377.21,0.954,bicubic
dm_nfnet_f3.dm_in1k,416,85.672,14.328,97.578,2.422,254.92,0.940,bicubic
maxvit_tiny_tf_512.in1k,512,85.660,14.340,97.592,2.408,31.05,1.000,bicubic
tf_efficientnetv2_l.in1k,480,85.660,14.340,97.472,2.528,118.52,1.000,bicubic
flexivit_large.1200ep_in1k,240,85.644,14.356,97.546,2.454,304.36,0.950,bicubic
efficientvit_l2.r288_in1k,288,85.614,14.386,97.360,2.640,63.71,1.000,bicubic
regnety_160.lion_in12k_ft_in1k,224,85.602,14.398,97.668,2.332,83.59,0.950,bicubic
beitv2_base_patch16_224.in1k_ft_in1k,224,85.596,14.404,97.514,2.486,86.53,0.900,bicubic
regnety_160.sw_in12k_ft_in1k,224,85.594,14.406,97.668,2.332,83.59,0.950,bicubic
xcit_small_24_p8_384.fb_dist_in1k,384,85.582,14.418,97.572,2.428,47.63,1.000,bicubic
convformer_m36.sail_in1k_384,384,85.580,14.420,97.548,2.452,57.05,1.000,bicubic
tf_efficientnetv2_xl.in21k_ft_in1k,384,85.562,14.438,97.450,2.550,208.12,1.000,bicubic
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,85.554,14.446,97.640,2.360,39.03,0.950,bicubic
maxvit_small_tf_384.in1k,384,85.534,14.466,97.458,2.542,69.02,1.000,bicubic
flexivit_large.600ep_in1k,240,85.530,14.470,97.494,2.506,304.36,0.950,bicubic
nextvit_large.bd_ssld_6m_in1k,224,85.524,14.476,97.676,2.324,57.87,0.950,bicubic
caformer_b36.sail_in1k,224,85.502,14.498,97.316,2.684,98.75,1.000,bicubic
dm_nfnet_f4.dm_in1k,384,85.496,14.504,97.490,2.510,316.07,0.951,bicubic
vit_base_patch16_clip_224.laion2b_ft_in1k,224,85.494,14.506,97.572,2.428,86.57,1.000,bicubic
convnextv2_base.fcmae_ft_in1k,288,85.490,14.510,97.380,2.620,88.72,1.000,bicubic
hgnet_base.ssld_in1k,288,85.472,14.528,97.634,2.366,71.58,1.000,bicubic
cait_s36_384.fb_dist_in1k,384,85.458,14.542,97.480,2.520,68.37,1.000,bicubic
regnety_120.sw_in12k_ft_in1k,288,85.442,14.558,97.572,2.428,51.82,1.000,bicubic
volo_d3_224.sail_in1k,224,85.442,14.558,97.276,2.724,86.33,0.960,bicubic
xcit_medium_24_p16_384.fb_dist_in1k,384,85.434,14.566,97.408,2.592,84.40,1.000,bicubic
deit_base_distilled_patch16_384.fb_in1k,384,85.428,14.572,97.328,2.672,87.63,1.000,bicubic
caformer_s18.sail_in22k_ft_in1k_384,384,85.424,14.576,97.712,2.288,26.34,1.000,bicubic
convformer_s36.sail_in22k_ft_in1k,224,85.424,14.576,97.582,2.418,40.01,1.000,bicubic
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,85.424,14.576,97.474,2.526,60.40,0.950,bicubic
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,384,85.410,14.590,97.660,2.340,88.30,1.000,bicubic
xcit_large_24_p8_224.fb_dist_in1k,224,85.402,14.598,97.418,2.582,188.93,1.000,bicubic
convformer_s36.sail_in1k_384,384,85.380,14.620,97.470,2.530,40.01,1.000,bicubic
efficientvit_l2.r256_in1k,256,85.368,14.632,97.256,2.744,63.71,1.000,bicubic
tf_efficientnet_b8.ap_in1k,672,85.366,14.634,97.298,2.702,87.41,0.954,bicubic
tf_efficientnet_b8.ra_in1k,672,85.356,14.644,97.388,2.612,87.41,0.954,bicubic
convnext_small.in12k_ft_in1k,288,85.324,14.676,97.554,2.446,50.22,1.000,bicubic
vit_base_patch16_clip_224.openai_ft_in1k,224,85.286,14.714,97.440,2.560,86.57,0.900,bicubic
flexivit_large.300ep_in1k,240,85.282,14.718,97.404,2.596,304.36,0.950,bicubic
convnext_small.fb_in22k_ft_in1k,288,85.276,14.724,97.678,2.322,50.22,1.000,bicubic
swin_base_patch4_window7_224.ms_in22k_ft_in1k,224,85.270,14.730,97.568,2.432,87.77,0.900,bicubic
volo_d1_384.sail_in1k,384,85.266,14.734,97.218,2.782,26.78,1.000,bicubic
mvitv2_large.fb_in1k,224,85.264,14.736,97.188,2.812,217.99,0.900,bicubic
beit_base_patch16_224.in22k_ft_in22k_in1k,224,85.244,14.756,97.652,2.348,86.53,0.900,bicubic
caformer_m36.sail_in1k,224,85.240,14.760,97.206,2.794,56.20,1.000,bicubic
vit_base_patch32_clip_384.openai_ft_in12k_in1k,384,85.226,14.774,97.398,2.602,88.30,0.950,bicubic
deit3_huge_patch14_224.fb_in1k,224,85.222,14.778,97.366,2.634,632.13,0.900,bicubic
tf_efficientnetv2_m.in1k,480,85.210,14.790,97.364,2.636,54.14,1.000,bicubic
volo_d2_224.sail_in1k,224,85.202,14.798,97.186,2.814,58.68,0.960,bicubic
inception_next_base.sail_in1k_384,384,85.200,14.800,97.424,2.576,86.67,1.000,bicubic
tf_efficientnetv2_l.in1k,384,85.196,14.804,97.276,2.724,118.52,1.000,bicubic
nextvit_base.bd_ssld_6m_in1k,224,85.182,14.818,97.594,2.406,44.82,0.950,bicubic
tf_efficientnet_b4.ns_jft_in1k,380,85.176,14.824,97.488,2.512,19.34,0.922,bicubic
dm_nfnet_f2.dm_in1k,352,85.176,14.824,97.328,2.672,193.78,0.920,bicubic
convnext_small.in12k_ft_in1k,224,85.164,14.836,97.502,2.498,50.22,0.950,bicubic
convnext_tiny.in12k_ft_in1k_384,384,85.154,14.846,97.634,2.366,28.59,1.000,bicubic
hgnetv2_b5.ssld_stage2_ft_in1k,288,85.150,14.850,97.600,2.400,39.57,1.000,bicubic
regnety_2560.seer_ft_in1k,384,85.146,14.854,97.444,2.556,"1,282.60",1.000,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,85.134,14.866,97.158,2.842,69.90,0.900,bicubic
tf_efficientnet_b7.ap_in1k,600,85.132,14.868,97.256,2.744,66.35,0.949,bicubic
vit_base_patch16_224.augreg2_in21k_ft_in1k,224,85.110,14.890,97.538,2.462,86.57,0.900,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k_384,384,85.106,14.894,97.632,2.368,28.64,1.000,bicubic
maxvit_tiny_tf_384.in1k,384,85.102,14.898,97.382,2.618,30.98,1.000,bicubic
xcit_small_24_p16_384.fb_dist_in1k,384,85.102,14.898,97.318,2.682,47.67,1.000,bicubic
resnext101_32x32d.fb_wsl_ig1b_ft_in1k,224,85.098,14.902,97.442,2.558,468.53,0.875,bilinear
dm_nfnet_f3.dm_in1k,320,85.096,14.904,97.386,2.614,254.92,0.940,bicubic
tiny_vit_21m_224.dist_in22k_ft_in1k,224,85.088,14.912,97.356,2.644,21.20,0.950,bicubic
deit3_base_patch16_384.fb_in1k,384,85.086,14.914,97.248,2.752,86.88,1.000,bicubic
xcit_medium_24_p8_224.fb_dist_in1k,224,85.076,14.924,97.274,2.726,84.32,1.000,bicubic
xcit_small_12_p8_384.fb_dist_in1k,384,85.072,14.928,97.262,2.738,26.21,1.000,bicubic
efficientvit_l2.r224_in1k,224,85.044,14.956,97.098,2.902,63.71,1.000,bicubic
cait_s24_384.fb_dist_in1k,384,85.042,14.958,97.350,2.650,47.06,1.000,bicubic
regnetz_e8.ra3_in1k,320,85.040,14.960,97.282,2.718,57.70,1.000,bicubic
caformer_s18.sail_in1k_384,384,85.036,14.964,97.360,2.640,26.34,1.000,bicubic
convformer_s18.sail_in22k_ft_in1k_384,384,85.026,14.974,97.580,2.420,26.77,1.000,bicubic
